Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
Pa,Ni,SA,RE,SA$,Pa,Dha,Ma$,Ga,Re
Re,Ma,Pa,SA,SA$,Ma$,Re,Ga,Sa$
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
Pa,Ni,SA,RE,SA$,Pa,Dha,Ma,Pa,SA$
Pa,Ni,SA,REGA,SA,SA,Pa$,Dha,Ma,Ga,Re
Ma,Ma,Ma,Ma,Ma,Ma,Pa,Ma,Ga,Ga,Sa$
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
pani,SaRe,GaGa,ReSa,GaRe,PaMa,GaRe,Sa
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
pani,SaRe,GaRe,SaRe,MaPa,DhaPa,MaGa,ReSa
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
ReMa,PaNi,SARE,SASA,PaNi_,DhaPa,MaGa,ReSa
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
Ga,Ga,Sa$,Re$,Pa,Ma,Pa,Ga$,Sa
